year,session_name,session_path,session_type,people_min,people_max,confidence,evidence,notes
2023,2023.09.14 자연 경인 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.09.14 자연 경인 (미사리),SMALL,2,6,C,only_individuals_on_boats_visible,
2023,2023.09.03 아마추어로잉 스위프 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.09.03 아마추어로잉 스위프 (미사리),SMALL,4,8,B,single_4-person_sweep_boat_visible,
2023,2023.08.31 준석 싱글 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.08.31 준석 싱글 (미사리),SMALL,1,1,A,single_scull_rowing_identified_by_session_title_and_visual_count,
2023,2023.08.23 서인 500m 7세트 (유니콘),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.08.23 서인 500m 7세트 (유니콘),SMALL,1,1,B,multiple records on the same machine PM4_serial_3 indicate a single user session,
2023,2023.08.22 서인 웨이트트레이닝 (유니콘),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.08.22 서인 웨이트트레이닝 (유니콘),SMALL,1,3,B,single_person_visible_in_all_shots,
2023,2023.08.15 요환 민석 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.08.15 요환 민석 (미사리),SMALL,2,2,A,direct_counting_of_two_people_in_a_double_scull,
2023,2023.08.14 서인 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.08.14 서인 (미사리),SMALL,2,2,B,only_two_people_on_sculling_boat_visible,
2023,2023.07.30 지승 윤승 머신+더블스컬 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.30 지승 윤승 머신+더블스컬 (미사리),SMALL,2,3,A,two_children_on_machines_and_one_adult_instructor_visible,
2023,2023.07.29 민석 싱글스컬 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.29 민석 싱글스컬 (미사리),SMALL,1,1,A,only_one_person_on_single_scull_visible,
2023,2023.07.29 현준 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.29 현준 (미사리),SMALL,2,4,B,two_people_on_rowing_machines,
2023,2023.07.29 박윤 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.29 박윤 (미사리),SMALL,2,6,A,2 people visible on 2 rowing machines,
2023,2023.07.29 희민 페어 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.29 희민 페어 (미사리),SMALL,2,2,A,two persons in a pair boat,
2023,2023.07.28 지승 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.28 지승 (미사리),SMALL,1,5,C,single_person_visible_on_one_rowing_machine,
2023,2023.07.28 요환 희민 대회준비,,,,,,,excluded
2023,2023.07.13 서인 서킷트레이닝 +머신 500m 4세트 (유니콘),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.13 서인 서킷트레이닝 +머신 500m 4세트 (유니콘),SMALL,1,3,B,single person visible using one rowing machine and dumbbell,
2023,2023.07.08 물방개 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.08 물방개 (미사리),GROUP,10,20,B,"2 rowing boats visible (5 red, 5 blue)",
2023,2023.06.27 요환 규오 서인 (유니콘),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.27 요환 규오 서인 (유니콘),SMALL,3,9,B,three_names_in_session_title_and_two_machines_visible,
2023,2023.06.22 규오 윤기 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.22 규오 윤기 (미사리),SMALL,2,4,A,two_visible_participants_in_boat_sculling,
2023,2023.06.19 윤기 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.19 윤기 (미사리),SMALL,2,4,B,two_people_in_a_single_rowing_boat,
2023,2023.06.11 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.11 (미사리),SMALL,3,4,A,direct_counting_from_boat_photos,
2023,"2023.06.18 물방개,준석 (미사리)","j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.18 물방개,준석 (미사리)",SMALL,2,5,B,two_names_in_session_title_and_single_person_scull_visible,
2023,2023.06.17 유학반 서아카 물방개 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.17 유학반 서아카 물방개 (미사리),SMALL,4,5,A,4 people visible in a sculling boat,
2023,2023.06.08 희민 준석 인터벌 (한체대),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.08 희민 준석 인터벌 (한체대),SMALL,2,5,B,two_individuals_visible_on_track_with_personal_session_title,
2023,2023.06.03 카일룸프렙 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.03 카일룸프렙 (미사리),SMALL,5,10,B,Direct count of 5 people on a single rowing boat,
2023,2023.05.30 희민 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.30 희민 (미사리),SMALL,1,1,A,single person visible on scull boat,
2023,2023.05.29 아마추어로잉 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.29 아마추어로잉 (미사리),SMALL,7,12,B,Direct count of participants in two rowing shells (4 and 3 visible),
2023,2023.05.27 아마추어로잉 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.27 아마추어로잉 (미사리),SMALL,4,5,A,Direct count of 4 people on a single rowing boat,
2023,2023.05.14 아마추어로잉 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.14 아마추어로잉 (미사리),GROUP,10,15,B,Direct count of 8 people in foreground boats plus 1-2 boats in background,
2023,2023.05.14 SRC+리안 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.14 SRC+리안 (미사리),SMALL,5,15,B,Direct count of 5 people in one boat at Misari rowing course,
2023,2023.05.13 카일룸프렙 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.13 카일룸프렙 (미사리),SMALL,6,12,B,Direct count of 6 people across two boats (1 quad/coxed and 1 single),
2023,2023.05.13 물방개 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.13 물방개 (미사리),SMALL,2,6,B,two_people_on_scull_with_other_small_boats_in_background,
2023,2023.05.01 민석 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.01 민석 (미사리),SMALL,2,4,B,two_people_in_boat_single_session_context,
2023,2023.04.23 아마추어로잉 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.04.23 아마추어로잉 (미사리),SMALL,5,9,B,two_separate_boats_with_5_and_4_rowers,
2023,2023.03.13 회장님팀 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.03.13 회장님팀 (미사리),SMALL,4,5,A,direct_counting_from_boat_shots,
2023,2023.03.20 준석 웨이트+머신 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.03.20 준석 웨이트+머신 (미사리),SMALL,5,15,B,5 distinct rowing machine performance screens visible,
2023,2023.11.26 세인트폴+아카데미 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.11.26 세인트폴+아카데미 (미사리),,,,,,"no_supported_images_found: .heic:10, .mov:3"
2023,2023.03.05 서아카 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.03.05 서아카 (미사리),SMALL,7,12,B,direct_count_of_people_on_boats,
2023,2023.09.23 카일룸프렙 +성욱 (유니콘),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.09.23 카일룸프렙 +성욱 (유니콘),SMALL,5,10,B,Directly counted 5-6 individuals including participants on 2 rowing machines and people near the weight bench.,
2023,2023.05.04 희민 (한체대),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.04 희민 (한체대),SMALL,2,6,B,two_visible_participants_multiple_machines_seen,
2023,2023.07.06 서아카 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.07.06 서아카 (미사리),SMALL,4,5,A,4_people_on_quad_scull_plus_coxswain_space,
2023,2023.06.08 희민 (한체대),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.08 희민 (한체대),SMALL,1,5,B,Focus on a single individual training in a gym setting,
2023,2023.06.01 희민 (한체대),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.06.01 희민 (한체대),SMALL,1,5,B,single_athlete_training_in_gym_and_track,
2023,2023.05.22 희민 (한체대),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.22 희민 (한체대),GROUP,10,30,B,rowing_machines_count_approx_10_multiplied_by_1_to_3_rotations,
2023,2023.05.15 희민 (한체대),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.05.15 희민 (한체대),SMALL,4,12,B,4 rowing machines visible in gym background,
2023,2023.11.25 카일룸프렙 봉사활동 +훈련(미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.11.25 카일룸프렙 봉사활동 +훈련(미사리),GROUP,10,20,B,Direct count of 5 visible participants on boats plus estimated coaching/support staff based on two 4-person sculls,
2023,"2023.12.02 성욱 4K머신 웨이트 , 줄넘기 (유니콘)","j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.12.02 성욱 4K머신 웨이트 , 줄넘기 (유니콘)",SMALL,1,6,B,two rowing machines visible with one participant,
2023,2023.12.03 서아카+성욱+현준 (유니콘),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.12.03 서아카+성욱+현준 (유니콘),,,,,,no_supported_images_found: .heic:42
2023,2023.03.17 회장님팀 (미사리),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.03.17 회장님팀 (미사리),SMALL,4,4,A,direct_count_from_boat_shot,
2023,2023.12.10 민석 상휘 (유니콘),j:\공유 드라이브\2023 사진 영상\2023 훈련\2023.12.10 민석 상휘 (유니콘),,,,,,no_supported_images_found: .heic:14
2023,2023.11.18 경기이룸학교(미사리승마장),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.11.18 경기이룸학교(미사리승마장),GROUP,10,25,B,5 rowing machines visible with 2-3 rotations of students and staff observing,
2023,2023.10.22 학생체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.10.22 학생체험 (미사리),SMALL,5,10,B,Direct count of 5 people in one boat (A4) with potential rotation,
2023,2023.10.17 힐티코리아 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.10.17 힐티코리아 체험 (미사리),SMALL,8,12,A,direct_count_of_participants_around_4_rowing_machines,
2023,2023.10.10 한국머스크 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.10.10 한국머스크 체험 (미사리),SMALL,10,12,A,direct_count_from_group_photo,
2023,2023.09.11 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.09.11 체험 (미사리),GROUP,20,35,A,direct_counting_from_outdoor_training_shot,
2023,2023.10.29 성인 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.10.29 성인 체험 (미사리),SMALL,5,10,B,"Direct count of 5 people on a single boat, estimated 1-2 boats for adult session",
2023,2023.10.20 은가람중학교 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.10.20 은가람중학교 (미사리),GROUP,20,25,A,direct_counting_of_group_photo,
2023,2023.06.13 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.13 체험 (미사리),GROUP,15,45,B,Approximately 15 rowing machines visible x 1-3 rotations,
2023,2023.06.07 (미사리 족구장),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.07 (미사리 족구장),GROUP,20,35,A,direct_counting_from_group_shots_and_7_rowing_machines,
2023,2023.06.01 애경우수사원교육,j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.01 애경우수사원교육,GROUP,30,45,A,direct_count_from_sitting_group_shot,
2023,2023.09.09 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.09.09 체험 (미사리),SMALL,2,6,B,two_participants_using_two_rowing_machines_repeatedly,
2023,2023.05.12 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.05.12 체험 (미사리),SMALL,12,15,A,Direct count from warm-up session group photo,
2023,2023.06.16 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.16 체험 (미사리),GROUP,14,16,A,direct_counting_from_group_shot,
2023,2023.08.06 가족체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.08.06 가족체험 (미사리),SMALL,4,5,A,4_people_on_quad_scull_plus_coxswain_visible,
2023,2023.06.18 가족체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.18 가족체험 (미사리),SMALL,4,12,B,"One rowing shell with 4 family members visible, likely 1-3 rotating groups for family session",
2023,2023.08.25 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.08.25 체험 (미사리),SMALL,5,5,A,Direct count from group photo showing 5 participants on the dock,
2023,2023.06.01 성인체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.01 성인체험 (미사리),GROUP,12,20,B,counting_visible_participants_and_rowing_machines,
2023,2023.04.14 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.04.14 체험 (미사리),GROUP,8,12,B,4 rowing machines with at least 2 rotations based on visible standing members,
2023,2023.07.06 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.07.06 체험 (미사리),SMALL,6,7,A,direct_counting_of_6_participants_standing_plus_1_coach,
2023,2023.06.12 체험 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.12 체험 (미사리),SMALL,4,8,B,direct_count_of_people_in_boat_and_partial_view,
2023,2023.05.30~31 울산의대 (미사리),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.05.30~31 울산의대 (미사리),GROUP,12,24,B,Multiple coxed four boats visible with unique participants across different photos,
2023,2023.06.05 (미사리 족구장),j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.05 (미사리 족구장),GROUP,16,25,A,manual_count_of_students_during_warmup_and_8_rowing_machines,
2023,2023.06.01 위캔,j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.01 위캔,GROUP,35,45,B,Approximately 40 people visible sitting in gym and standing around 6 rowing machines.,
2023,2023.06.01,j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.01,,,,,,no_supported_images_found: .mp4:3
2023,2023.10.27 한대부고 동아리축제,j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.10.27 한대부고 동아리축제,GROUP,10,30,B,rowing machines visible with approximately 10-15 students in immediate vicinity,
2023,2023.06.23 SGIS,j:\공유 드라이브\2023 사진 영상\2023 체험 • 행사\2023.06.23 SGIS,GROUP,30,50,B,Multiple tables under tents with at least 5-6 groups visible in photos,
2023,2023.10.28 경기도조정대회(용인기흥),,,,,,,excluded
