year,session_name,session_path,session_type,people_min,people_max,confidence,evidence,notes
2016,2016.05.24 삼성웰스토리.노블카운티,j:\공유 드라이브\2016 사진 영상\2016.05.24 삼성웰스토리.노블카운티,GROUP,48,90,B,"6 vest colors (red, blue, purple, light blue, green, yellow) x 8-15 people",
2016,2016.06.24-26 해양레저쇼.해운대,j:\공유 드라이브\2016 사진 영상\2016.06.24-26 해양레저쇼.해운대,GROUP,10,30,B,rowing machines visible with 1-3 rotations and multiple beach participants,
2016,2016.05.21-28 강동구청.한마음조정교실,j:\공유 드라이브\2016 사진 영상\2016.05.21-28 강동구청.한마음조정교실,GROUP,10,25,B,Multiple rowers in boats and several ergometers visible with participants,
2016,2016.05.21,j:\공유 드라이브\2016 사진 영상\2016.05.21-28 강동구청.한마음조정교실\2016.05.21,GROUP,10,30,B,Multiple groups of 4-8 people observed across rowing boats and indoor training sessions.,
2016,2016.05.28,j:\공유 드라이브\2016 사진 영상\2016.05.21-28 강동구청.한마음조정교실\2016.05.28,GROUP,10,20,B,Multiple coxed four boats visible with unique participants across shots,
2016,2016.06.22 BNF통상,j:\공유 드라이브\2016 사진 영상\2016.06.22 BNF통상,GROUP,32,60,B,"four color teams (pink, purple, cyan, yellow) visible with at least 8-15 members per group",
2016,2016.05.18 로레알.대명홍천소노펠리체,j:\공유 드라이브\2016 사진 영상\2016.05.18 로레알.대명홍천소노펠리체,MEGA,120,150,A,direct counting of mega group photo shows over 120 individuals,
2016,2016.05.14 강동구청조정교실.미사리,j:\공유 드라이브\2016 사진 영상\2016.05.14 강동구청조정교실.미사리,GROUP,16,30,B,multiple boats (4-5 people per boat) and at least 3 rowing machines visible,
2016,2016.05.15 파리바게뜨.미사리,j:\공유 드라이브\2016 사진 영상\2016.05.15 파리바게뜨.미사리,GROUP,48,90,B,"6 vest colors (White, Pink, Purple, Red, Orange, Yellow) observed",
2016,2016.10.15 여성리더,j:\공유 드라이브\2016 사진 영상\2016.10.15 여성리더,GROUP,24,45,B,"3 vest colors (Pink, Purple, Red) observed with multiple participants",
2016,2016.10.06 지역난방공사 김선영(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.10.06 지역난방공사 김선영(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.03.31 한국지역난방공사 윤대표(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.03.31 한국지역난방공사 윤대표(사진 없음),,,,,,no_supported_images_found: .pptx:1
2016,2016.07.01 협동조합의날 김선영(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.07.01 협동조합의날 김선영(사진 없음),,,,,,no_supported_images_found: .pptx:1
2016,2016.01.10 현대해상 윤대표 (사진 없음),j:\공유 드라이브\2016 사진 영상\2016.01.10 현대해상 윤대표 (사진 없음),,,,,,no_supported_images_found: .pptx:1
2016,2016.05.26 한국지역난방공사 한난SOS 황창호(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.05.26 한국지역난방공사 한난SOS 황창호(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.04.28 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.04.28 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.05.12 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.05.12 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.05.19 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.05.19 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.09.22 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.22 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.09.29 한국지역난방공사 한난SOS 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.29 한국지역난방공사 한난SOS 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.05.18 파리바게뜨 충주,j:\공유 드라이브\2016 사진 영상\2016.05.18 파리바게뜨 충주,GROUP,30,50,B,Multiple rowing boats visible with approximately 5 members per boat across at least 6-8 boats,
2016,2016.04.22 파리바게트 QSV 조직활성화 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.04.22 파리바게트 QSV 조직활성화 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.06.16 삼성웰스토리 기흥 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.06.16 삼성웰스토리 기흥 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.06.23 삼성웰스토리 기흥 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.06.23 삼성웰스토리 기흥 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.10.19 메트라이프 미사리 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.10.19 메트라이프 미사리 윤종성(사진 없음),,,,,,no_supported_images_found: .pptx:1
2016,2016.09.27 구찌코리아 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.27 구찌코리아 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.01.08 LG디스플레이 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.01.08 LG디스플레이 윤종성(사진 없음),,,,,,no_supported_images_found: no_files
2016,2016.09.29 KCC 윤종성(사진 없음),j:\공유 드라이브\2016 사진 영상\2016.09.29 KCC 윤종성(사진 없음),,,,,,no_supported_images_found: .pptx:1
