year,session_name,session_path,session_type,people_min,people_max,confidence,evidence,notes
2014,2014.10.10.아산서원.미사리.백경훈,j:\공유 드라이브\2014 사진 영상\2014.10.10.아산서원.미사리.백경훈,GROUP,20,35,A,direct_counting_from_tent_and_exercise_shots,
2014,2014.10.13 ADT캡스(한국야쿠르트인재개발원),j:\공유 드라이브\2014 사진 영상\2014.10.13 ADT캡스(한국야쿠르트인재개발원),GROUP,48,90,B,"5 color-coded vest teams (purple, lime, orange, black, blue) with multiple rowing machines",
2014,2014.10.16 한국지역난방공사(롯대인재개발원),j:\공유 드라이브\2014 사진 영상\2014.10.16 한국지역난방공사(롯대인재개발원),GROUP,20,48,A,"4 teams (Lime, Pink, Red, White) identified; 5-6 names listed per score sheet for each team",
2014,2014.10.20 마이크로소프트 아웃도어.워밍업장,j:\공유 드라이브\2014 사진 영상\2014.10.20 마이크로소프트 아웃도어.워밍업장,GROUP,16,32,B,multiple 4-person boats visible with at least 10+ people in a single gathering shot,
2014,2014.10.23 중부발전,j:\공유 드라이브\2014 사진 영상\2014.10.23 중부발전,GROUP,32,60,A,"4 colored vest teams (Red, Yellow, Blue, Green) with over 30 people visible in wide shot",
2014,2014.10.23 한국지역난방공사,j:\공유 드라이브\2014 사진 영상\2014.10.23 한국지역난방공사,GROUP,32,60,B,"Four colors of vests (orange, white, lime, blue) observed, assuming 8-15 people per team.",
2014,2014.10.24 세코툴스코리아,j:\공유 드라이브\2014 사진 영상\2014.10.24 세코툴스코리아,GROUP,16,30,B,"2 teams (lime, green) visible with at least 8 members per group photo",
2014,2014.10.25 삼보모터스,j:\공유 드라이브\2014 사진 영상\2014.10.25 삼보모터스,MEGA,80,100,A,direct_count_from_group_photo_and_score_sheets,
2014,2014.10.28 한국지역난방공사,j:\공유 드라이브\2014 사진 영상\2014.10.28 한국지역난방공사,MEGA,24,60,A,scorecards_showing_multiple_teams_with_6_members_each,
2014,2014.11.01 SK플래닛,j:\공유 드라이브\2014 사진 영상\2014.11.01 SK플래닛,MEGA,80,120,A,"Multiple color vests (Pink, Purple, Red, Blue) and dense group shots show approximately 80-100+ participants.",
2014,2014.11.06 메리알.부여.윤원일,j:\공유 드라이브\2014 사진 영상\2014.11.06 메리알.부여.윤원일,GROUP,24,45,B,"3 color teams(orange, lime, red) and white bibs with bib numbers up to 20 visible",
2014,2014.11.06 한국지역난방,j:\공유 드라이브\2014 사진 영상\2014.11.06 한국지역난방,GROUP,32,60,B,"4 team colors(Red, Orange, Blue, White) with at least 8 rowers per team estimated.",
2014,2014.11.11 메트라이프.용인FLC.백경훈,j:\공유 드라이브\2014 사진 영상\2014.11.11 메트라이프.용인FLC.백경훈,GROUP,20,35,B,"Multiple team bib colors (Red, Blue, Green, Orange, Yellow) and at least 4 rowing machines visible",
2014,2014.11.14 니프코코리아(아산.백경훈),j:\공유 드라이브\2014 사진 영상\2014.11.14 니프코코리아(아산.백경훈),GROUP,25,35,A,Counted 25 unique names on the participant score sheet across 3 teams,
2014,"2014.11.17 현대자동차(양평, 백경훈)","j:\공유 드라이브\2014 사진 영상\2014.11.17 현대자동차(양평, 백경훈)",GROUP,24,45,B,"three team colors (red, blue, green) and at least three rowing machines visible",
2014,2014.11.21 한국지역난방공사,j:\공유 드라이브\2014 사진 영상\2014.11.21 한국지역난방공사,GROUP,24,45,B,"3 vest colors (Red, Blue, Green) observed across multiple machines",
2014,2014.11.27 한국지역난방(flc.백경훈),j:\공유 드라이브\2014 사진 영상\2014.11.27 한국지역난방(flc.백경훈),GROUP,24,45,B,"three team colors visible (blue, green, red) x 8-15 people per team",
2014,2014.12.02 한국동서발전(태안_백경훈),j:\공유 드라이브\2014 사진 영상\2014.12.02 한국동서발전(태안_백경훈),GROUP,40,75,B,"5 color vests (orange, blue, green, white, red) with 8-15 people per team",
2014,2014.미�output,,,,,,,folder_not_found
2014,2014.12.08 ADT캡스(양평.야쿠르트인재개발원.최문재),j:\공유 드라이브\2014 사진 영상\2014.12.08 ADT캡스(양평.야쿠르트인재개발원.최문재),GROUP,80,120,A,10 rowing machines visible with 10 lanes on screen and over 8 color-coded teams,
2014,2014.12.09 한국지역난방(용인.FLC.신입사원),j:\공유 드라이브\2014 사진 영상\2014.12.09 한국지역난방(용인.FLC.신입사원),GROUP,40,60,B,"four color-coded teams (green, red, yellow, blue) with multiple participants visible per team",
2014,2014.12.10 BC카드(윤대표님.FLC),j:\공유 드라이브\2014 사진 영상\2014.12.10 BC카드(윤대표님.FLC),GROUP,36,40,A,direct_counting_of_group_photo,
2014,2014.12.23 KCC.용인.백경훈,j:\공유 드라이브\2014 사진 영상\2014.12.23 KCC.용인.백경훈,GROUP,20,40,B,direct_count_of_approx_22_visible_plus_mentions_of_4_teams,
2014,2014.미즈메디,j:\공유 드라이브\2014 사진 영상\2014.미즈메디,GROUP,30,60,B,6 rowing machines visible with multiple team colors and 3 session dates on banner,
2014,2014.07.16 머신점검_서울대_외대,j:\공유 드라이브\2014 사진 영상\2014.07.16 머신점검_서울대_외대,GROUP,20,60,A,20+ rowing machines visible with multiple rotations/participants,
2014,2014.07.27 서울대 부산,j:\공유 드라이브\2014 사진 영상\2014.07.27 서울대 부산,MEGA,80,120,A,direct_counting_from_group_shot_with_uniformed_teams,
2014,2014.11.06 중부발전,j:\공유 드라이브\2014 사진 영상\2014.11.06 중부발전,GROUP,31,35,A,Counted total of 31 unique names listed across four teams on the record sheet,
2014,2014.09.20 삼보모터스(대구 평생아카데미),j:\공유 드라이브\2014 사진 영상\2014.09.20 삼보모터스(대구 평생아카데미),GROUP,30,35,A,Directly stated in article text (30+ executives and team leaders) and visible group photo.,
2014,2014.10.30 한국중부발전,j:\공유 드라이브\2014 사진 영상\2014.10.30 한국중부발전,GROUP,32,60,B,"4 vest colors (Red, Green, Yellow, Orange) x 8-15 people per team",
2014,2014.05.17,j:\공유 드라이브\2014 사진 영상\2014.05.17,,,,,,no_supported_images_found: no_files
2014,2014.05.21,j:\공유 드라이브\2014 사진 영상\2014.05.21,,,,,,no_supported_images_found: no_files
2014,2014.05.22,j:\공유 드라이브\2014 사진 영상\2014.05.22,,,,,,no_supported_images_found: no_files
2014,2014.05.23,j:\공유 드라이브\2014 사진 영상\2014.05.23,,,,,,no_supported_images_found: .mp4:1
2014,2014.06.11,j:\공유 드라이브\2014 사진 영상\2014.06.11,GROUP,40,60,A,"Multiple color-coded teams (Green, Red, Blue, White, Orange) with roughly 8-12 members per visible group.",
2014,2014.06.26,j:\공유 드라이브\2014 사진 영상\2014.06.26,,,,,,no_supported_images_found: .m4v:1
2014,2014.07.28,j:\공유 드라이브\2014 사진 영상\2014.07.28,GROUP,48,75,B,6 colored bib teams identified with approximately 8-12 members per team visible across sessions,
2014,2014.09.20 벤츠 일산킨텍스,j:\공유 드라이브\2014 사진 영상\2014.09.20 벤츠 일산킨텍스,MEGA,100,150,A,"12 teams listed on the screen, multiple rowing machines visible in KINTEX hall",
2014,2014.11.01,j:\공유 드라이브\2014 사진 영상\2014.11.01,MEGA,60,100,A,group_shot_with_visible_vests_purple_red_pink,
2014,2014.08.02 대학조정대회,,,,,,,excluded
2014,2014.07.14 회사소개영상 촬영,j:\공유 드라이브\2014 사진 영상\2014.07.14 회사소개영상 촬영,,,,,,"no_supported_images_found: .mov:62, .mp4:4"
2014,2014.07.14 효성 세빛둥둥섬 용감독 소스,j:\공유 드라이브\2014 사진 영상\2014.07.14 효성 세빛둥둥섬 용감독 소스,MEGA,277,277,A,sum of 4 PG/PU teams: 62+82+67+66 and total 28 groups mentioned in personnel operation plan,
2014,2014.07.15 대학조정대회 인도어훈련 미사리,,,,,,,excluded
2014,2014.08.21 제7회 부산광역시장배 조정대회,,,,,,,excluded
2014,2014.05.09 춘계전국장애인조정대회,,,,,,,excluded
2014,2014.08.09 서울시장기 조정대회,,,,,,,excluded
2014,2014.11.04 장애인전국체전 미사리,,,,,,,excluded
2014,2014.06.27 민성정밀,j:\공유 드라이브\2014 사진 영상\2014.06.27 민성정밀,GROUP,20,35,A,manual_count_of_around_20_distinct_people_in_vests_across_4_color_groups,
2014,2014.04.21 서울우유,j:\공유 드라이브\2014 사진 영상\2014.04.21 서울우유,GROUP,30,45,A,direct_count_from_the_group_sitting_shot,
2014,2014.11.05 전국체육대회,,,,,,,excluded
2014,2014.06.09 ADT캡스.대명리조트거제.백경훈,j:\공유 드라이브\2014 사진 영상\2014.06.09 ADT캡스.대명리조트거제.백경훈,GROUP,35,50,B,direct_counting_from_warmup_and_colored_bibs,
2014,2014.06.19 대우조선.용인FLC,j:\공유 드라이브\2014 사진 영상\2014.06.19 대우조선.용인FLC,GROUP,30,45,A,direct_counting_of_seated_participants_and_4_rowing_machines,
2014,2014.06.20 사노피 비체펠리스,j:\공유 드라이브\2014 사진 영상\2014.06.20 사노피 비체펠리스,GROUP,48,90,B,"6 vest colors (Red, Lime, Green, Purple, Black, White) with approx 8-15 people per team",
2014,2014.07.03 DSME 용인FLC,j:\공유 드라이브\2014 사진 영상\2014.07.03 DSME 용인FLC,GROUP,48,90,B,"6 colors (red, pink, orange, green, blue, yellow) identified, 8-15 people per team",
2014,2014.07.18 효성 세빛둥둥섬 280명,j:\공유 드라이브\2014 사진 영상\2014.07.18 효성 세빛둥둥섬 280명,MEGA,250,300,A,"Title indicates 280 people and multiple color-coded teams (pink, purple, blue) are visible in a large hall.",
2014,2014.07.23 미사리 아웃도어 루이비통,j:\공유 드라이브\2014 사진 영상\2014.07.23 미사리 아웃도어 루이비통,GROUP,23,25,A,direct_counting_of_group_photo,
2014,2014.07.29 무의도 ADT캡스,j:\공유 드라이브\2014 사진 영상\2014.07.29 무의도 ADT캡스,GROUP,35,50,A,"4+ color-coded teams (orange, yellow, green, white/blue) with 8+ members per team visible",
2014,2014.08.27-28 삼성SDI 경주,j:\공유 드라이브\2014 사진 영상\2014.08.27-28 삼성SDI 경주,GROUP,32,60,B,"at least 4 vest colors visible (pink, blue, yellow, beige) and multiple teams mentioned (Team 2, Team 3)",
2014,2014.08.20 메트라이프,j:\공유 드라이브\2014 사진 영상\2014.08.20 메트라이프,GROUP,32,60,A,"4 teams identified (A,B,C,D) on screen and 4 colored vest groups (Yellow, Blue, Red, Purple) visible",
2014,2014.09.19 롯데면세점 워밍업장,j:\공유 드라이브\2014 사진 영상\2014.09.19 롯데면세점 워밍업장,GROUP,24,60,B,at_least_4_colored_vests_and_6_rowing_machines,
2014,2014.09.25 삼성SDI,j:\공유 드라이브\2014 사진 영상\2014.09.25 삼성SDI,GROUP,72,72,A,six team rosters with 12 members each shown in documentation,
2014,2014.09.30 중부발전,j:\공유 드라이브\2014 사진 영상\2014.09.30 중부발전,GROUP,28,35,A,"Full assembly shot with green, orange, and white bib teams visible.",
2014,2014.04.26 백석대,j:\공유 드라이브\2014 사진 영상\2014.04.26 백석대,GROUP,40,60,A,direct_counting_from_multiple_lines_and_vest_groups,
2014,2014.03 현대해상 용감독촬영,j:\공유 드라이브\2014 사진 영상\2014.03 현대해상 용감독촬영,UNKNOWN,,,C,no_people_visible_only_logo_image,
2014,2014.12.15 현대자동차 양평,j:\공유 드라이브\2014 사진 영상\2014.12.15 현대자동차 양평,GROUP,24,45,B,"three team colors (orange, blue, yellow) visible with 8-15 members estimated per team",
2014,2014.11.28 삼성물산 삼성레포츠센터 김지현 김기현,j:\공유 드라이브\2014 사진 영상\2014.11.28 삼성물산 삼성레포츠센터 김지현 김기현,GROUP,34,40,A,Counted 34 unique names across 4 team lists on the scoreboards,
2014,2014.11.25 롯데면세점,j:\공유 드라이브\2014 사진 영상\2014.11.25 롯데면세점,GROUP,32,60,B,"4 vest colors(Green, Blue, Yellow, Red) and at least 4 rowing machines visible",
2014,2014.11.13 한국지역난방 용인FLC.백경훈,j:\공유 드라이브\2014 사진 영상\2014.11.13 한국지역난방 용인FLC.백경훈,SMALL,23,32,A,23 names on the competition scoreboard (4 teams x 5~6 members),
2014,2014.09.30 ADT캡스 최문재 (사진 없음),j:\공유 드라이브\2014 사진 영상\2014.09.30 ADT캡스 최문재 (사진 없음),,,,,,no_supported_images_found: .pptx:1
